		strain AcoPra	Frankia alni ACN14a	Frankia sp. QA3	Frankia torreyi ACN1ag	Frankia alni AvcI1	Frankia torreyi CpI1-S	Candidatus Frankia alpina AvVan	Frankia canadensi ARgP5	Candidatus Frankia nodulisporulans AgTrS	Candidatus Frankia alpina AiOr	Candidatus Frankia nodulisporulans AgUmASt1	Candidatus Frankia nodulisporulans AgUmASH1	Frankia casuarinae CcI3	Frankia casuarinae CcI6	Frankia casuarinae Thr	Frankia casuarinae CeD	Frankia casuarinae Allo2	Frankia casuarinae BR	Frankia casuarinae KB5	Candidatus Frankia californiensis Dg2	Candidatus Frankia datiscae Dg1	Frankia coriaria BMG5.1	Frankia meridionalis Cppng1	Frankia sp. EAN1pec	Frankia sp. EUN1f	Frankia discariae BCU110501	Frankia elaeagni BMG5.12	Frankia irregularis G2	Frankia soli NRRL B-16219	Frankia inefficax EuI1c	Frankia saprophytica CN3	Frankia sp. DC12	Frankia asymbiotica M16386
33_frankia_FAM000115	>FRAACOPRA_v1_10171|ID:78953629| Anti-sigma factor antagonist [Frankia AcoPRA]	1	2	1	2	2	2	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1	2	0	0	0	1	1	1	1	1	2	1	1
33_frankia_FAM000116	>FRAACOPRA_v1_10172|ID:78953630|mshD| Mycothiol acetyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000117	>FRAACOPRA_v1_10174|ID:78953632| AB hydrolase-1 domain-containing protein [Frankia AcoPRA]	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1
33_frankia_FAM000118	>FRAACOPRA_v1_10176|ID:78953634| Molybdopterin converting factor, small subunit [Frankia AcoPRA]	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	2	2	2	1	2	2	2	2	2	3	3	3
33_frankia_FAM000119	>FRAACOPRA_v1_10177|ID:78953635| conserved membrane protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000120	>FRAACOPRA_v1_10178|ID:78953636| conserved protein of unknown function [Frankia AcoPRA]	3	3	2	3	3	3	1	3	3	1	3	2	1	1	1	1	1	1	1	0	1	1	2	5	4	4	4	5	4	4	5	3	3
33_frankia_FAM000121	>FRAACOPRA_v1_10179|ID:78953637| protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000122	>FRAACOPRA_v1_10181|ID:78953639| conserved membrane protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1
33_frankia_FAM000123	>FRAACOPRA_v1_10180|ID:78953638| Putative thiosulfate sulfurtransferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000124	>FRAACOPRA_v1_10182|ID:78953640| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000125	>FRAACOPRA_v1_10183|ID:78953641| conserved protein of unknown function [Frankia AcoPRA]	2	2	2	2	1	3	1	2	1	1	1	1	2	2	2	2	2	2	2	7	2	6	2	5	4	2	3	4	2	2	2	2	1
33_frankia_FAM000126	>FRAACOPRA_v1_10184|ID:78953642| Sulfur reduction protein DsrE [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000127	>FRAACOPRA_v1_10185|ID:78953643| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000128	>FRAACOPRA_v1_10186|ID:78953644|dnaE| DNA polymerase III subunit alpha [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000129	>FRAACOPRA_v1_10187|ID:78953645| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000130	>FRAACOPRA_v1_10188|ID:78953646|mshA| D-inositol 3-phosphate glycosyltransferase [Frankia AcoPRA]	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	3	3	3	2	2	2	2	3
33_frankia_FAM000131	>FRAACOPRA_v1_10190|ID:78953648| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1
33_frankia_FAM000132	>FRAACOPRA_v1_10191|ID:78953649| Macro domain-containing protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0
33_frankia_FAM000133	>FRAACOPRA_v1_10192|ID:78953650| protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0
33_frankia_FAM000134	>FRAACOPRA_v1_10193|ID:78953651| Putative oxidoreductase, aryl-alcohol dehydrogenase like protein [Frankia AcoPRA]	12	15	16	18	15	18	6	19	9	8	5	6	6	6	6	4	6	6	6	4	8	11	8	20	13	16	18	13	16	15	21	9	15
33_frankia_FAM000135	>FRAACOPRA_v1_10196|ID:78953654| Putative transcriptional regulator [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM000136	>FRAACOPRA_v1_10197|ID:78953655| DNA repair ATPase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000137	>FRAACOPRA_v1_10198|ID:78953656| ABC-type sugar transport system, periplasmic component [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	1	1	1	1
33_frankia_FAM000138	>FRAACOPRA_v1_10200|ID:78953658| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	0	1	1	1	1	1	1	2	3	2	2
33_frankia_FAM000139	>FRAACOPRA_v1_10201|ID:78953659| Folate-binding protein YgfZ [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000140	>FRAACOPRA_v1_10205|ID:78953663|gpmA| 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	2	1	1	2	1	1	1	1	1	1
33_frankia_FAM000141	>FRAACOPRA_v1_10206|ID:78953664|phoU| Phosphate-specific transport system accessory protein PhoU homolog 2 [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	1	1	1	2	1	1	1	1	1	1
33_frankia_FAM000142	>FRAACOPRA_v1_10207|ID:78953665| Signal transduction histidine kinase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1
33_frankia_FAM000143	>FRAACOPRA_v1_10209|ID:78953667| Exopolyphosphatase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000144	>FRAACOPRA_v1_10210|ID:78953668| Sugar phosphate isomerase/epimerase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000145	>FRAACOPRA_v1_10212|ID:78953670| Methylase involved in ubiquinone/menaquinone biosynthesis [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2
33_frankia_FAM000146	>FRAACOPRA_v1_10214|ID:78953672|proC| Pyrroline-5-carboxylate reductase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000147	>FRAACOPRA_v1_10215|ID:78953673| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000148	>FRAACOPRA_v1_10216|ID:78953674| putative Adenosyl-chloride synthase [Frankia AcoPRA]	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	0	2	2	3	2	2	2	2	2	2	2	2
33_frankia_FAM000149	>FRAACOPRA_v1_10217|ID:78953675| Nucleoside-diphosphate-sugar epimerase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000150	>FRAACOPRA_v1_10218|ID:78953676| 1-acyl-sn-glycerol-3-phosphate acyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000151	>FRAACOPRA_v1_10219|ID:78953677|serB| Phosphoserine phosphatase SerB1 [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000152	>FRAACOPRA_v1_10220|ID:78953678| RNA polymerase subunit sigma-24 [Frankia AcoPRA]	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	0	1	1	1	1	1	1	1	1	1	0	0	0	0
33_frankia_FAM000153	>FRAACOPRA_v1_10221|ID:78953679| Glutaredoxin [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	2	1
33_frankia_FAM000154	>FRAACOPRA_v1_10222|ID:78953680| Redox-sensitive transcriptional regulator (AT-rich DNA-binding protein) [Frankia AcoPRA]	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0
33_frankia_FAM000155	>FRAACOPRA_v1_10223|ID:78953681|hemA| Glutamyl-tRNA reductase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000156	>FRAACOPRA_v1_10224|ID:78953682|hemC| Porphobilinogen deaminase 1 [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000157	>FRAACOPRA_v1_10225|ID:78953683| Uroporphyrinogen-III methyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000158	>FRAACOPRA_v1_10226|ID:78953684|hemB| delta-aminolevulinic acid dehydratase (porphobilinogen synthase) [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000159	>FRAACOPRA_v1_10228|ID:78953686| Copper chaperone [Frankia AcoPRA]	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	0	1	1	2	3	3	3	3	3	5	1	2	1	2
33_frankia_FAM000160	>FRAACOPRA_v1_10229|ID:78953687|ctpA| Copper-exporting P-type ATPase [Frankia AcoPRA]	1	1	1	1	3	1	1	3	1	2	1	1	1	1	1	1	1	1	2	2	2	1	0	3	2	4	2	1	4	1	3	3	3
33_frankia_FAM000161	>FRAACOPRA_v1_10230|ID:78953688| Methionyl-tRNA synthetase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM000162	>FRAACOPRA_v1_10232|ID:78953690| Cation diffusion facilitator family transporter [Frankia AcoPRA]	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0
33_frankia_FAM000163	>FRAACOPRA_v1_10233|ID:78953691| RNA polymerase subunit sigma-24 [Frankia AcoPRA]	5	2	1	1	2	1	0	3	2	0	1	1	1	1	1	1	1	1	1	0	0	2	1	3	3	2	3	2	3	7	6	3	7
33_frankia_FAM000164	>FRAACOPRA_v1_10236|ID:78953694|hemL| glutamate-1-semialdehyde aminotransferase [Frankia AcoPRA]	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2
33_frankia_FAM000165	>FRAACOPRA_v1_10237|ID:78953695| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000166	>FRAACOPRA_v1_10238|ID:78953696|rlmAII| 23S rRNA (guanine(748)-N(1))-methyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0
33_frankia_FAM000167	>FRAACOPRA_v1_10239|ID:78953697| Thiol:disulfide oxidoreductase related to ResA [Frankia AcoPRA]	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1	2	1
33_frankia_FAM000168	>FRAACOPRA_v1_10240|ID:78953698| Cytochrome c-type biogenesis protein CcdA (DsbD analog) [Frankia AcoPRA]	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000169	>FRAACOPRA_v1_10241|ID:78953699| putative Ccs1/ResB-related cytochrome C-type biogenesis protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000170	>FRAACOPRA_v1_10242|ID:78953700| Cytochrome c-type biogenesis protein CcsA/ResC [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000171	>FRAACOPRA_v1_10243|ID:78953701| PLDc_N domain-containing protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000172	>FRAACOPRA_v1_10245|ID:78953703| 3-polyprenyl-4-hydroxybenzoate carboxy-lyase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1
33_frankia_FAM000173	>FRAACOPRA_v1_10246|ID:78953704| 4-hydroxybenzoate polyprenyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000174	>FRAACOPRA_v1_10247|ID:78953705|ubiX| Flavin prenyltransferase UbiX [Frankia AcoPRA]	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000176	>FRAACOPRA_v1_10248|ID:78953706|mqnE| Aminodeoxyfutalosine synthase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000177	>FRAACOPRA_v1_10251|ID:78953709| protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000178	>FRAACOPRA_v1_10250|ID:78953708| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000179	>FRAACOPRA_v1_10252|ID:78953710|mqnA| Chorismate dehydratase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000180	>FRAACOPRA_v1_10253|ID:78953711| Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000181	>FRAACOPRA_v1_10254|ID:78953712| XRE family transcriptional regulator [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000182	>FRAACOPRA_v1_10255|ID:78953713| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM000183	>FRAACOPRA_v1_10256|ID:78953714|sir| Sulfite reductase [ferredoxin] [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000184	>FRAACOPRA_v1_10257|ID:78953715| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
33_frankia_FAM000185	>FRAACOPRA_v1_10258|ID:78953716|cysH| (phospho)adenosine phosphosulfate reductase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000186	>FRAACOPRA_v1_10259|ID:78953717| Uroporphyrinogen-III methyltransferase [Frankia AcoPRA]	2	2	3	3	3	3	3	3	2	3	2	2	3	3	3	3	3	3	3	1	3	2	3	2	3	2	2	3	2	3	3	3	3
33_frankia_FAM000187	>FRAACOPRA_v1_10260|ID:78953718| Sirohydrochlorin cobaltochelatase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
33_frankia_FAM000188	>FRAACOPRA_v1_10261|ID:78953719| Ferredoxin--NADP reductase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM000189	>FRAACOPRA_v1_10262|ID:78953720| Non-specific serine/threonine protein kinase [Frankia AcoPRA]	24	24	19	15	25	14	11	27	13	14	9	10	15	14	15	14	15	15	15	4	8	8	14	27	30	29	29	36	25	31	41	23	26
33_frankia_FAM000190	>FRAACOPRA_v1_10263|ID:78953721| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000191	>FRAACOPRA_v1_10264|ID:78953722| HNHc domain-containing protein [Frankia AcoPRA]	2	6	3	2	4	3	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	2	3	1	0	1	0	1	4	0	6
33_frankia_FAM000192	>FRAACOPRA_v1_10265|ID:78953723|mqnC| Cyclic dehypoxanthine futalosine synthase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000193	>FRAACOPRA_v1_10266|ID:78953724| Aminodeoxyfutalosine deaminase [Frankia AcoPRA]	2	3	3	2	3	2	2	3	1	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	5	4	5	4
33_frankia_FAM000194	>FRAACOPRA_v1_10267|ID:78953725|menG| Demethylmenaquinone methyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000195	>FRAACOPRA_v1_10268|ID:78953726| Putative electron transfer oxidoreductase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000196	>FRAACOPRA_v1_10269|ID:78953727|nuoA| NADH-quinone oxidoreductase subunit A [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000197	>FRAACOPRA_v1_10270|ID:78953728|nuoB| NADH-quinone oxidoreductase subunit B [Frankia AcoPRA]	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000198	>FRAACOPRA_v1_10271|ID:78953729|nuoC| NADH-quinone oxidoreductase subunit C [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000199	>FRAACOPRA_v1_10272|ID:78953730|nuoD| NADH-quinone oxidoreductase subunit D [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000200	>FRAACOPRA_v1_10273|ID:78953731|nuoE| NADH-quinone oxidoreductase subunit E [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000201	>FRAACOPRA_v1_10274|ID:78953732|nuoF| NADH:quinone oxidoreductase subunit F [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000202	>FRAACOPRA_v1_10275|ID:78953733|nuoG| NADH-quinone oxidoreductase subunit G [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
33_frankia_FAM000203	>FRAACOPRA_v1_10276|ID:78953734|nuoH| NADH-quinone oxidoreductase subunit H [Frankia AcoPRA]	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000204	>FRAACOPRA_v1_10277|ID:78953735|nuoI| NADH-quinone oxidoreductase subunit I [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000205	>FRAACOPRA_v1_10278|ID:78953736| NADH-ubiquinone oxidoreductase chain J [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000206	>FRAACOPRA_v1_10279|ID:78953737|nuoK| NADH:quinone oxidoreductase subunit K [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000207	>FRAACOPRA_v1_10280|ID:78953738|nuoL| NADH-quinone oxidoreductase subunit L [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000208	>FRAACOPRA_v1_10281|ID:78953739|nuoM| NADH-quinone oxidoreductase subunit M [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000209	>FRAACOPRA_v1_10282|ID:78953740|nuoN| NADH-quinone oxidoreductase subunit N [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000210	>FRAACOPRA_v1_10283|ID:78953741|hepT| Heptaprenyl diphosphate synthase component 2 [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000211	>FRAACOPRA_v1_10284|ID:78953742| protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM000212	>FRAACOPRA_v1_10286|ID:78953744|korB| 2-oxoglutarate oxidoreductase subunit KorB [Frankia AcoPRA]	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1
33_frankia_FAM000213	>FRAACOPRA_v1_10287|ID:78953745|korA| 2-oxoglutarate oxidoreductase subunit KorA [Frankia AcoPRA]	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1
33_frankia_FAM000214	>FRAACOPRA_v1_10288|ID:78953746| conserved protein of unknown function [Frankia AcoPRA]	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000215	>FRAACOPRA_v1_10289|ID:78953747|htpX| Protease HtpX homolog 2 [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	0	2	1	1	1	1	2	1	1	1	1
33_frankia_FAM000216	>FRAACOPRA_v1_10290|ID:78953748| putative nucleotide binding protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM000217	>FRAACOPRA_v1_10291|ID:78953749| Gamma-glutamylcyclotransferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	0	2	2	3	1	2	1	1	2	1	1
